caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1953902701,2.174150051,1.157761737,1.214531335,1.214531335,1.211414553,1.227134045,0.945236499,0.93977003,1.018772319,Worse off,Worse off,Good,Go up,Worse than,Bad times,governing,Poor,Poor,Very likely,I don't know,I don't know,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Somewhat conservative,Support,not asked,Illegal in all circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Almost never,Almost never,Almost never,economy/gas prices,Approve,"Yes, treated less fairly",I don’t know,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I'm white and disabled!?,not asked,No,No,Washtenaw County,not asked,Manchester,No,No,No,Strongly agree,Disagree,Agree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1979,3rd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Republican,Strong Republican,Somewhat conservative,"Single, never been married",__NA__,3,0,Disabled,__NA__,"$80,000 to $89,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,48158,Yes,Don't know,Once a week,No,Very important,Several times a day,10-Sep-22,10-Sep-22
1952611361,0.191446355,1.070359424,1.122843344,1.122843344,1.119961855,1.134494643,0.810141467,0.805456276,0.873167405,About the same,Worse off,Just fair,Go up,Worse than,Bad times,Racial justice & police accountability! Get rid of qualified immunity!,Poor,Fair,Very unlikely,Neither,not asked,Neither,not asked,Neither,not asked,Somewhat conservative,Moderate but closer to the conservative side,Somewhat conservative,Support,not asked,I don’t know,I don’t know,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Almost never,Almost never,Almost never,"Social justice, police accountability! Abolish qualified immunity",I don’t know,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",Everyday life,No,No,not asked,Washtenaw County,not asked,Pittsfield,No,Yes,not asked,Disagree,Disagree,Disagree,Neither agree nor disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1980,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,"Another party, third party, etc",Neither,Very liberal,"Single, never been married",__NA__,1,1,Work full-time,__NA__,"$100,000 to $149,999",A suburb,__NA__,No,Gary Johnson,Did not vote for President,48108,Yes,Hardly at all,Never,No,Not too important,A few times a month,10-Sep-22,10-Sep-22
1952611747,0.19929369,0.624007704,0.677719445,0.677719445,0.675980253,0.684751871,0.466113202,0.463417587,0.502375044,Worse off,About the same,Not so good,Stay about the same,Worse than,Bad times,Possible revocation of our rights and cost of healthcare,Fair,Fair,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the conservative side,Moderate but closer to the conservative side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Almost never,Almost never,Seldom,Labor and healthcare rights,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",Not sure about race - maybe bc I'm a lesbian,not asked,No,No,Washtenaw County,not asked,Pittsfield township,Yes,not asked,not asked,Disagree,Disagree,Neither agree nor disagree,Disagree,Yes,Very important,Strongly disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,0,Somewhat likely,Not at all,Michigan,Midwest,Female,1986,College graduate (four years),"Yes, Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,1,Homemaker,__NA__,"$60,000 to $69,999",A suburb,__NA__,Yes,Jill Stein,Joe Biden,48197,Yes,Most of the time,Once a week,No,Somewhat important,Several times a day,10-Sep-22,10-Sep-22
1952612473,0.91437285,0.918850963,1.138685265,1.138685265,1.135763122,1.102809073,1.354479057,1.346645865,1.299348559,Worse off,Worse off,Not so good,Go up,Worse than,Bad times,JOB,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,skipped,Support,not asked,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Almost never,Almost never,Some of the time,road work,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",because peoplewhere live are good people,not asked,No,not asked,Baraga County,not asked,lanse,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Very unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1942,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Republican,Not a very strong Republican,Somewhat conservative,Widowed,__NA__,1,0,Retired,__NA__,"$40,000 to $49,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,49946,Yes,skipped,Once a week,Yes,Very important,Once a day,10-Sep-22,10-Sep-22
1952612635,0.677889387,0.948571804,0.665799224,0.665799224,0.664090622,0.643117901,0.951901677,0.946396661,0.827327273,Worse off,About the same,Just fair,Go up,Worse than,Bad times,Inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Moderate but closer to the conservative side,I don’t know,Oppose,Legal only under certain circumstances,Pro-life,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Seldom,Almost never,Almost never,Inflation,Approve,"Yes, treated less fairly",I don’t know,"No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly",Because I’m a female sometimes just buy car dealers and people like that I get taken advantage of because I don’t think I know anything,not asked,No,No,Newaygo County,not asked,Beaver Township,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1961,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,In the middle,Married or Remarried,__NA__,3,0,Disabled,__NA__,"$70,000 to $79,999",Rural community,__NA__,No,Donald Trump,Donald Trump,49459,Yes,Most of the time,Never,Yes,Very important,Several times a day,10-Sep-22,11-Sep-22
1952612559,0.521898782,1.157761737,0.913383428,0.913383428,0.911039464,.9228612450032611,1.167102726,1.160353165,1.257898898,Worse off,Better off,Just fair,Stay about the same,About the same,Good times,Not sure,Good,Good,Very likely,Gretchen Whitmer,not asked,I don’t know,Matthew DePerno,Jocelyn Benson,not asked,Don’t know,In the middle,Moderate but closer to the liberal side,Support,not asked,Legal only under certain circumstances,I don’t know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Some of the time,Some of the time,Nearly always or most of the time,Abortion,Disapprove,I don’t know,"No, not treated less fairly",I don’t know,"No, not treated less fairly",I don’t know,Not sure,not asked,No,No,Wayne County,No,Flatrock,Yes,not asked,not asked,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1965,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Not a very strong Republican,Somewhat conservative,Married or Remarried,__NA__,2,0,Disabled,__NA__,"$20,000 to $29,999",A suburb,__NA__,No,Did not vote for President,Donald Trump,48134,Yes,Some of the time,Never,No,Somewhat important,A few times a month,11-Sep-22,11-Sep-22
1952613617,0.974797539,1.157761737,1.654140088,1.654140088,1.649895163,1.671304443,2.113626488,2.101403013,2.278058623,About the same,Better off,Just fair,Go up,About the same,Neither good nor bad/Stay the same,Cost of food,Poor,Good,Very unlikely,Gretchen Whitmer,not asked,I don’t know,I don’t know,I don’t know,I don’t know,Don’t know,Very liberal,Don’t know,Support,not asked,Legal only under certain circumstances,Pro-choice,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Seldom,Seldom,Seldom,Healthcare cost,Disapprove,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I'm not,not asked,No,No,Oakland County,not asked,Holly,No,Don't know,not asked,Disagree,Disagree,Disagree,Disagree,Yes,Somewhat important,Strongly disagree,Treatment Group 1 (mcan3/4a),5,Somewhat likely,not asked,not asked,Some,Michigan,Midwest,Female,1994,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,"Another party, third party, etc",Neither,Don't know,Married or Remarried,__NA__,2,1,Homemaker,__NA__,"$40,000 to $49,999","Small city or town, village",__NA__,Yes,Did not vote for President,Did not vote for President,48442,No,Hardly at all,Never,No,Not at all important,Never,11-Sep-22,11-Sep-22
1952610957,0.234551358,1.070359424,1.769865863,1.769865863,1.765323958,1.788231059,1.276973974,1.269589008,1.376317713,About the same,About the same,Good,Stay about the same,Better than,Good times,Misinformation,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Some of the time,Some of the time,Some of the time,Education,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",Looked at inquisitively; overlooked.,not asked,No,not asked,Wayne County,No,Grosse Ile,No,No,No,Disagree,Strongly disagree,Disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1936,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,In the middle,Widowed,__NA__,1,0,Retired,__NA__,"$70,000 to $79,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48138,Yes,Most of the time,Never,No,Somewhat important,Once a day,11-Sep-22,11-Sep-22
1952612577,0.641794865,0.870814975,0.687004883,0.687004883,0.685241862,0.738110249,1.088298585,1.082004762,.8828150025061799,Worse off,About the same,Poor,Go up,About the same,Bad times,Inflation,Fair,Fair,Somewhat likely,Gretchen Whitmer,not asked,Neither,not asked,Neither,not asked,In the middle,Moderate but closer to the conservative side,Don’t know,Oppose,not asked,Illegal in all circumstances,Pro-life,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Some of the time,Seldom,Seldom,The economy,Approve,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I don’t know,I don't feel I am treated differently,not asked,No,No,Cheboygan County,not asked,Cheboygan,Yes,not asked,not asked,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1970,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,In the middle,Divorced,__NA__,3,0,Disabled,__NA__,"$30,000 to $39,999","Small city or town, village",__NA__,No,Did not vote for President,Joe Biden,49721,Yes,Some of the time,Never,No,Somewhat important,Several times a day,11-Sep-22,11-Sep-22
1952612525,1.128476134,0.948571804,0.669505978,0.669505978,0.667787863,0.64669838,0.957201271,0.951665607,0.831933315,Worse off,About the same,Just fair,Stay about the same,About the same,Good times,lack of employees for busineses,Poor,Fair,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Seldom,Seldom,Nearly always or most of the time,"abortion - only due to insest, to protect the mother",Approve,I don’t know,"Yes, treated less fairly","Yes, treated less fairly",I don’t know,I don’t know,none,not asked,Yes,Yes,Kent County,not asked,Plainfield twp,Yes,not asked,not asked,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1946,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Somewhat conservative,Married or Remarried,__NA__,3,0,Retired,__NA__,"$40,000 to $49,999",A suburb,__NA__,No,Donald Trump,Donald Trump,49321,Yes,Most of the time,A few times a year,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
1952611203,0.727908426,1.070359424,1.494197781,1.494197781,1.490363307,1.509702478,1.078076999,1.07184229,1.161947307,About the same,About the same,Good,Go up,Better than,Good times,Entitlement,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Very liberal,Very liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Seldom,Some of the time,Some of the time,TBD,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly", ,No,No,No,Wayne County,No,Plymouth,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1969,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,2,0,Work full-time,__NA__,"$150,000 or More",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48170,Yes,Most of the time,Seldom,No,Somewhat important,Seldom,11-Sep-22,11-Sep-22
1952611095,0.311925423,1.070359424,0.557030699,0.557030699,0.578644309,0.578644309,0.427155652,0.466555108,0.466555108,About the same,Better off,Good,Go down,Better than,Good times,Lack of affordable housing,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,In the middle,In the middle,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Nearly always or most of the time,Some of the time,Some of the time,Voter suppression,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",Often assumed that we are on drugs therefore we don't s deserve healthcare,not asked,No,No,Wayne County,Yes,__NA__,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Disagree,Disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1951,1st year college,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,0,Retired,__NA__,"$60,000 to $69,999",Urban community,__NA__,No,Hillary Clinton,Joe Biden,48219,Yes,Most of the time,Once a week,No,Very important,Several times a day,11-Sep-22,11-Sep-22
1952612605,0.677889387,0.948571804,0.665799224,0.665799224,0.664090622,0.643117901,0.951901677,0.946396661,0.827327273,About the same,About the same,Just fair,Stay about the same,About the same,Neither good nor bad/Stay the same,inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,skipped,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Oppose,not asked,Illegal in all circumstances,Pro-life,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Seldom,Seldom,Seldom,opening up the pipelines,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",none,not asked,No,No,Ottawa County,not asked,"Allendale, MI",Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1961,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,2,0,Retired,__NA__,"$70,000 to $79,999",A suburb,__NA__,No,Donald Trump,Donald Trump,49401,Yes,Some of the time,Once a week,Yes,Somewhat important,Once a week,11-Sep-22,11-Sep-22
1954175733,1.773938817,0.541545287,0.72547333,0.72547333,0.723611589,0.746422953,1.574454173,1.565348826,1.38649456,Better off,Better off,Good,Go up,Better than,Bad times,Social media and pandemic,Good,Excellent,Somewhat likely,Neither,not asked,I don’t know,Dana Nessel,Neither,not asked,Don’t know,Don’t know,Moderate but closer to the conservative side,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,skipped,skipped,skipped,Some of the time,Seldom,Some of the time,Fhggg,Disapprove,"No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly","Yes, treated less fairly","No, not treated less fairly",Idk,Yes,No,No,Bay County,not asked,Bay city,No,Yes,not asked,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,No,Somewhat important,Strongly agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,2003,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Don't know,"Single, never been married",__NA__,5,1,"Unemployed, laid off, or looking for work",__NA__,"Less than $10,000","Small city or town, village",__NA__,skipped,Did not vote for President,Did not vote for President,48708,Yes,Only now and then,Don't know,Yes,Somewhat important,A few times a week,11-Sep-22,11-Sep-22
1952611399,1.079832931,0.624007704,0.654605249,0.654605249,0.652925373,0.661397828,0.509461351,.5065150455674809,0.549095514,Worse off,Better off,Not so good,Stay about the same,About the same,Neither good nor bad/Stay the same,Inflation,Poor,Poor,Very likely,I don't know,I don't know,Matthew DePerno,not asked,Kristina Karamo,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,I don’t know,I don’t know,Legal only under certain circumstances,I don’t know,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Almost never,Almost never,Almost never,"Inflation, North Korea nuclear threat",I don’t know,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,Yes,not asked,No,Oakland County,not asked,Pontiac,Yes,not asked,not asked,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Yes,Very unimportant,Strongly disagree,Treatment Group 1 (mcan3/4a),14,Very likely,not asked,not asked,Not at all,Michigan,Midwest,Male,1982,1st year college,"No, not of Hispanic/Latinx/Spanish origin",not selected,not selected,not selected,not selected,not selected,selected,skipped,__NA__,Republican,Not a very strong Republican,Somewhat conservative,"Single, never been married",__NA__,3,2,Work full-time,__NA__,"$30,000 to $39,999","Small city or town, village",__NA__,Yes,Donald Trump,Donald Trump,48341,Yes,Most of the time,Seldom,Yes,Somewhat important,Several times a day,11-Sep-22,11-Sep-22
1954476479,1.338289688,1.157761737,1.214531335,1.214531335,1.211414553,1.227134045,1.551903384,1.542928453,1.672635589,Worse off,Better off,Just fair,Go up,Worse than,Good times,Low income and crime,Poor,Poor,Somewhat likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,skipped,skipped,skipped,Almost never,Almost never,Almost never,Black on black killings.,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",Because im white man,No,No,No,Wayne County,No,Belleville,Yes,not asked,not asked,Disagree,Strongly agree,Agree,Strongly agree,Yes,Somewhat important,Somewhat disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,14,Somewhat likely,Not at all,Michigan,Midwest,Male,1981,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Somewhat conservative,Married or Remarried,__NA__,2,2,Work part-time,__NA__,"$20,000 to $29,999",Rural community,__NA__,Yes,Did not vote for President,Did not vote for President,48111,No,Some of the time,A few times a year,Yes,Somewhat important,A few times a month,11-Sep-22,11-Sep-22
1952612507,0.141191987,1.043730818,0.543172783,0.543172783,0.54177887,0.52058751,0.668902279,0.665033899,0.690885303,About the same,Worse off,Just fair,Go up,Worse than,Bad times,nobody wants to work anymore.,Poor,Fair,Very likely,Tudor Dixon,not asked,I don’t know,Neither,Neither,not asked,Very liberal,Very liberal,Somewhat conservative,Oppose,not asked,I don’t know,Pro-life,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Seldom,Seldom,Some of the time, ,Approve,"No, not treated less fairly","No, not treated less fairly",I don’t know,"No, not treated less fairly",I don’t know, ,not asked,Yes,No,Calhoun County,not asked,clarendon,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1949,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,Somewhat conservative,Married or Remarried,__NA__,2,0,Retired,__NA__,skipped,Rural community,__NA__,No,Other,Other,49092,Yes,Some of the time,Once a week,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
1952612515,1.128476134,1.157761737,0.817153115,0.817153115,0.815056102,0.825632388,1.044141594,1.038103139,1.125371855,Worse off,Worse off,Good,Go up,About the same,Neither good nor bad/Stay the same,Inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Support,not asked,Illegal in all circumstances,Pro-life,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Almost never,Almost never,Seldom,Crime,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I am treated fairly.,not asked,Yes,No,Livingston County,not asked,Howell,No,No,No,Agree,Agree,Agree,Strongly agree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1943,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,2,0,Retired,__NA__,"$50,000 to $59,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,48843,Yes,Most of the time,Once a week,Yes,Very important,Once a day,11-Sep-22,11-Sep-22
1952611151,0.234551358,1.34197966,2.218996663,2.218996663,2.213302179,2.126730175,1.543004035,1.53408057,1.593713825,Better off,Better off,Good,Go up,Worse than,Neither good nor bad/Stay the same,Utilities increasing.,Good,Excellent,Very likely,Gretchen Whitmer,not asked,I don’t know,I don’t know,Jocelyn Benson,not asked,Moderate but closer to the conservative side,Moderate but closer to the conservative side,Very liberal,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly disagree,Strongly agree,Strongly agree,skipped,Strongly agree,Strongly agree,skipped,Some of the time,Nearly always or most of the time,Some of the time,Services for Seniors,Approve,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Healthcare, housing",not asked,Yes,not asked,Calhoun County,not asked,Battle Creek,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Neither agree nor disagree,skipped,No,Very important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1938,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Somewhat conservative,Widowed,__NA__,1,0,Retired,__NA__,"$30,000 to $39,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,49037,Yes,Most of the time,More than once a week,Yes,Very important,Several times a day,11-Sep-22,11-Sep-22
